"sampleSize" "beta" "sigma" "rep" "id" "betaEst" "bias" "Rsquared" "error" "errorMessage"
250 0 1 2 1 -0.109050189425225 0.109050189425225 0.00895035746136825 FALSE ""
50 0 1 5 2 0.0725823618368649 0.0725823618368649 0.0050942921196012 FALSE ""
100 1 1 5 3 0.919508998310392 0.0804910016896079 0.407834224572839 FALSE ""
100 1 0.5 3 4 0.925370180185957 0.0746298198140432 0.444410783646986 FALSE ""
50 0 0.5 2 5 0.0754894791284138 0.0754894791284138 0.0100879878632665 FALSE ""
100 0 0.25 5 6 0.00725832548910316 0.00725832548910316 5.66781543515081e-05 FALSE ""
100 0.5 0.25 5 7 0.690762039424879 0.190762039424879 0.311037075967849 FALSE ""
50 0.5 0.5 5 8 0.5838110695275 0.0838110695275001 0.234133189353752 FALSE ""
50 0.5 0.5 4 9 0.483818667639576 0.0161813323604237 0.3573999220618 FALSE ""
250 0.5 1 5 10 0.582731814737429 0.0827318147374291 0.225022207603316 FALSE ""
100 1 0.5 5 11 1.0270710498222 0.027071049822204 0.536410921563926 FALSE ""
250 0 0.25 3 12 0.0955654185974271 0.0955654185974271 0.00866297466544554 FALSE ""
50 1 0.25 1 13 0.847639533646923 0.152360466353077 0.527604616178181 FALSE ""
50 0 1 1 14 -0.0780439784868519 0.0780439784868519 0.00774506772678644 FALSE ""
50 0.5 0.25 5 15 0.45539446741165 0.0446055325883498 0.164149987436089 FALSE ""
100 0 1 5 16 0.148827685100822 0.148827685100822 0.0216495702753716 FALSE ""
50 1 0.25 3 17 0.91179689963013 0.08820310036987 0.598808157467077 FALSE ""
100 0.5 1 4 18 0.654977221228407 0.154977221228407 0.295912601201977 FALSE ""
100 0 0.5 2 19 -0.127234848654198 0.127234848654198 0.0184272173694288 FALSE ""
100 0 0.25 1 20 -0.102188488068381 0.102188488068381 0.00889882767434863 FALSE ""
100 1 0.5 1 21 1.01959353182181 0.0195935318218119 0.509497466704861 FALSE ""
50 0 1 3 22 -0.187856954262165 0.187856954262165 0.0315721656664347 FALSE ""
100 0 0.5 3 23 0.181932858711728 0.181932858711728 0.0410872313266154 FALSE ""
100 0 1 2 24 -0.0112629988494197 0.0112629988494197 0.000106292722450911 FALSE ""
50 1 0.5 4 25 0.810544323947836 0.189455676052164 0.454814154987314 FALSE ""
100 0.5 1 5 26 0.405879637565247 0.094120362434753 0.103235921321617 FALSE ""
250 0 0.25 5 27 0.0183501759948714 0.0183501759948714 0.00034987916711032 FALSE ""
100 0.5 0.25 1 28 0.568756220340246 0.0687562203402462 0.224630779425556 FALSE ""
50 0 0.5 3 29 0.135077638730704 0.135077638730704 0.0236721132650591 FALSE ""
250 0 0.25 2 30 -0.0874640127442702 0.0874640127442702 0.00605763184473206 FALSE ""
100 0.5 0.25 3 31 0.494827667939213 0.00517233206078682 0.209521100532323 FALSE ""
100 1 0.25 2 32 1.02736838681986 0.02736838681986 0.601799669403033 FALSE ""
50 0 0.25 5 33 -0.138548425673842 0.138548425673842 0.0208701661816453 FALSE ""
50 0.5 1 3 34 0.753473729843073 0.253473729843073 0.318180555267925 FALSE ""
50 0.5 0.25 4 35 0.463752913169265 0.0362470868307351 0.212174563527066 FALSE ""
100 0 0.5 1 36 0.0304664293767955 0.0304664293767955 0.00105590293170623 FALSE ""
100 1 0.5 4 37 0.97463532658716 0.02536467341284 0.487446478368603 FALSE ""
250 0 0.5 5 38 -0.00876676018627409 0.00876676018627409 8.54262500846746e-05 FALSE ""
250 0 1 3 39 -0.117652689889308 0.117652689889308 0.0102037250351176 FALSE ""
50 0.5 0.5 3 40 0.316707188905126 0.183292811094874 0.0748784901261574 FALSE ""
100 1 0.25 5 41 0.959752882403091 0.0402471175969087 0.473663541287865 FALSE ""
100 0 0.25 2 42 -0.00515686494537141 0.00515686494537141 2.2323181197004e-05 FALSE ""
100 0 0.5 4 43 -0.163529853175127 0.163529853175127 0.0303447336657777 FALSE ""
100 1 1 2 44 1.08819800135733 0.088198001357332 0.538499172253339 FALSE ""
250 1 0.25 2 45 1.01163260399327 0.0116326039932739 0.481832658158414 FALSE ""
50 1 0.5 5 46 1.10843277379294 0.108432773792944 0.621092055975805 FALSE ""
250 0.5 0.25 1 47 0.558722838048562 0.058722838048562 0.234491811410255 FALSE ""
250 0.5 0.25 3 48 0.507155453418987 0.00715545341898727 0.213362886574915 FALSE ""
250 0 0.25 1 49 -0.0312446284263572 0.0312446284263572 0.00089546723882369 FALSE ""
100 0.5 1 3 50 0.415634986659698 0.0843650133403017 0.142624257625897 FALSE ""
50 1 1 2 51 0.83434969437986 0.16565030562014 0.53037981058168 FALSE ""
250 1 1 3 52 1.07314390991743 0.073143909917426 0.541003261602991 FALSE ""
100 0 0.25 4 53 -0.0308343186288396 0.0308343186288396 0.00106238991402814 FALSE ""
100 0.5 0.5 5 54 0.443018860154542 0.0569811398454579 0.158558599659083 FALSE ""
250 0.5 1 4 55 0.530852612603758 0.0308526126037583 0.188201005854083 FALSE ""
100 0.5 0.5 4 56 0.485992414616003 0.0140075853839965 0.216069540283709 FALSE ""
250 0.5 0.5 5 57 0.471245236405241 0.0287547635947594 0.174594766747895 FALSE ""
50 0 0.25 1 58 -0.140938411930993 0.140938411930993 0.0147110210174316 FALSE ""
100 0 1 4 59 0.241474557455424 0.241474557455424 0.0682252837839199 FALSE ""
250 0 0.5 4 60 0.0440498606816029 0.0440498606816029 0.00183784340241864 FALSE ""
