"sampleSize" "beta" "sigma" "rep" "id" "betaEst" "bias" "Rsquared" "error" "errorMessage"
100 0.5 1 1 1 0.411849086728275 0.088150913271725 0.127274063835461 FALSE ""
50 0 0.25 4 2 0.0392466455935695 0.0392466455935695 0.00258838878938528 FALSE ""
250 0.5 1 2 3 0.524599890601379 0.0245998906013791 0.211401154471216 FALSE ""
50 0 1 2 4 -0.0932924945174756 0.0932924945174756 0.010662741315895 FALSE ""
100 0 1 5 5 -0.0925879839208064 0.0925879839208064 0.00813161041886074 FALSE ""
50 0.5 1 2 6 0.308254856424151 0.191745143575849 0.113014925186998 FALSE ""
50 1 0.25 5 7 1.16925118675353 0.169251186753533 0.63119214188461 FALSE ""
50 1 1 2 8 0.777910297248837 0.222089702751163 0.476448040569779 FALSE ""
50 0.5 0.25 5 9 0.436587515350467 0.0634124846495333 0.175470848734685 FALSE ""
100 0.5 1 2 10 0.559827780058353 0.0598277800583529 0.276852056470737 FALSE ""
50 1 1 3 11 1.04012726744417 0.0401272674441657 0.51576784455459 FALSE ""
100 1 1 4 12 0.98078845110454 0.0192115488954597 0.46282089700153 FALSE ""
50 0 0.5 2 13 -0.110937149335811 0.110937149335811 0.0188610882345715 FALSE ""
50 1 0.25 2 14 1.19878803375254 0.198788033752535 0.575065676155779 FALSE ""
50 1 0.25 4 15 1.04879886211683 0.0487988621168332 0.564962697389938 FALSE ""
100 0 0.25 5 16 -0.0634703797215215 0.0634703797215215 0.00481953746109312 FALSE ""
250 0 0.5 5 17 -0.053306208308363 0.053306208308363 0.0030003706816448 FALSE ""
250 1 0.25 3 18 1.05649159247493 0.0564915924749345 0.480001926524678 FALSE ""
100 1 0.5 1 19 1.04559318932239 0.0455931893223862 0.508950439954074 FALSE ""
250 1 1 2 20 0.935205982394551 0.0647940176054493 0.489260776637613 FALSE ""
50 1 0.5 2 21 1.19132115735303 0.191321157353027 0.650603369299824 FALSE ""
50 0 1 1 22 0.0256450339980573 0.0256450339980573 0.00105036339828167 FALSE ""
100 0 0.5 4 23 0.165768045515177 0.165768045515177 0.0284459399402835 FALSE ""
100 0 0.25 3 24 -0.0310355786270991 0.0310355786270991 0.000967464509778291 FALSE ""
250 0 1 1 25 -0.0388564450734714 0.0388564450734714 0.00160469064462502 FALSE ""
50 0 0.25 2 26 -0.161138608156823 0.161138608156823 0.0400044664920316 FALSE ""
250 0 0.5 4 27 0.00304559058541377 0.00304559058541377 1.01457730083629e-05 FALSE ""
100 0.5 0.25 3 28 0.356959938284069 0.143040061715931 0.136956700070692 FALSE ""
100 0 1 4 29 0.118862380547629 0.118862380547629 0.013339388116506 FALSE ""
250 0 0.25 2 30 -0.0882292589133447 0.0882292589133447 0.00651473814955503 FALSE ""
50 1 1 1 31 1.06334437775051 0.0633443777505101 0.595611174210488 FALSE ""
100 0.5 0.25 1 32 0.384967158138129 0.115032841861871 0.13507701242719 FALSE ""
250 1 0.5 4 33 0.960936764834549 0.0390632351654513 0.461498498727588 FALSE ""
250 0.5 0.25 3 34 0.445209802513838 0.0547901974861617 0.202637302971586 FALSE ""
250 1 0.5 1 35 0.992113197074395 0.00788680292560462 0.53598734569316 FALSE ""
250 1 0.5 3 36 0.977197277017466 0.0228027229825336 0.452498054917063 FALSE ""
100 0.5 0.5 4 37 0.677449701137521 0.177449701137521 0.336510435501594 FALSE ""
100 1 0.25 3 38 1.04284240262262 0.042842402622624 0.453793419155035 FALSE ""
250 0 0.25 4 39 -0.0537335527371549 0.0537335527371549 0.00271456783430481 FALSE ""
50 1 0.5 5 40 1.17968153779747 0.179681537797469 0.695698281407913 FALSE ""
100 0.5 1 3 41 0.252170651993613 0.247829348006387 0.0658996743369402 FALSE ""
