"sampleSize" "beta" "sigma" "rep" "id" "betaEst" "bias" "Rsquared" "error" "errorMessage"
50 0.5 0.25 5 1 0.450242762764081 0.0497572372359188 0.252036444339931 FALSE ""
100 0.5 1 3 2 0.437491991091935 0.062508008908065 0.157666874468137 FALSE ""
100 1 1 2 3 0.934872816799039 0.0651271832009611 0.460891992650662 FALSE ""
250 1 0.25 1 4 1.03236268633102 0.0323626863310176 0.507049543550604 FALSE ""
100 0 0.5 3 5 -0.118291060531524 0.118291060531524 0.014751338914566 FALSE ""
250 1 0.5 2 6 1.07509039913875 0.0750903991387466 0.529511086778151 FALSE ""
100 0.5 1 5 7 0.253710063242573 0.246289936757427 0.0484214013324511 FALSE ""
250 0 0.25 5 8 0.00633990994675111 0.00633990994675111 3.44007906938315e-05 FALSE ""
250 0.5 0.25 4 9 0.565945955373841 0.0659459553738414 0.250555885784476 FALSE ""
100 0 0.5 4 10 0.0214537958035483 0.0214537958035483 0.000518556640132839 FALSE ""
250 1 1 4 11 1.00147003937592 0.0014700393759175 0.511017179122391 FALSE ""
250 0.5 1 1 12 0.562527777474225 0.0625277774742254 0.228510070056688 FALSE ""
50 0 1 1 13 0.429364799225121 0.429364799225121 0.114593908139285 FALSE ""
50 0 0.25 2 14 0.0716943959233456 0.0716943959233456 0.00410163901415858 FALSE ""
100 1 0.25 3 15 0.967626173973639 0.0323738260263611 0.50247048328295 FALSE ""
100 0 0.25 3 16 -0.12341214828732 0.12341214828732 0.0173036103218862 FALSE ""
100 0.5 1 4 17 0.454464178532854 0.0455358214671456 0.23268505578704 FALSE ""
100 0.5 0.25 2 18 0.557613206518648 0.0576132065186481 0.176985781773432 FALSE ""
50 0.5 0.5 2 19 0.265564874390528 0.234435125609472 0.0360366306614553 FALSE ""
50 1 1 1 20 1.162829922981 0.162829922980997 0.575904613199198 FALSE ""
250 1 0.5 4 21 0.966108322265028 0.0338916777349724 0.516459586108407 FALSE ""
50 0.5 0.5 3 22 0.503572555971217 0.00357255597121653 0.249891619242952 FALSE ""
250 1 1 5 23 0.98455239525647 0.0154476047435297 0.536945283731255 FALSE ""
50 1 1 4 24 1.01606776173411 0.0160677617341112 0.368365112119396 FALSE ""
100 1 0.25 1 25 1.19455574397993 0.194555743979927 0.473627634692488 FALSE ""
50 0.5 1 1 26 0.614096230199501 0.114096230199501 0.284995709050322 FALSE ""
