"sampleSize" "beta" "sigma" "rep" "id" "betaEst" "bias" "Rsquared" "error" "errorMessage"
100 0 0.25 5 40 0.0687613454719127 0.0687613454719127 0.00445755245523115 FALSE ""
50 1 1 5 41 1.09030236257142 0.0903023625714203 0.659963580241271 FALSE ""
50 1 1 2 42 1.38890877257852 0.388908772578518 0.706228647487215 FALSE ""
50 1 0.5 2 43 0.984662722666961 0.0153372773330387 0.5803893999738 FALSE ""
250 0 0.25 1 44 0.0179553598219031 0.0179553598219031 0.000283873039061716 FALSE ""
50 0.5 1 4 45 0.600050271190057 0.100050271190057 0.272133195796829 FALSE ""
50 1 0.25 1 46 0.783344002427112 0.216655997572888 0.389987478481827 FALSE ""
50 1 0.5 4 47 1.23089510787016 0.230895107870159 0.604791640277183 FALSE ""
50 1 1 1 48 1.04057222704327 0.0405722270432738 0.547912963179664 FALSE ""
250 0 1 4 49 0.0932703549097227 0.0932703549097227 0.00824369838067285 FALSE ""
50 0 1 4 50 -0.113813633255715 0.113813633255715 0.017127878047034 FALSE ""
100 0.5 0.5 2 51 0.529837005871807 0.0298370058718067 0.206077652467933 FALSE ""
50 0.5 0.5 4 52 0.614142784788312 0.114142784788312 0.257004086574686 FALSE ""
250 0.5 0.25 5 53 0.491420726551078 0.0085792734489224 0.203362773619709 FALSE ""
250 0 0.25 5 54 0.0451661009401353 0.0451661009401353 0.0022088440490148 FALSE ""
100 0.5 0.5 3 55 0.454476372518772 0.0455236274812281 0.182595591370496 FALSE ""
50 1 0.25 2 56 1.13432998197994 0.134329981979944 0.486440967115585 FALSE ""
100 0.5 0.25 2 57 0.521450320268166 0.021450320268166 0.197596495655384 FALSE ""
250 1 1 1 58 0.897769726345 0.102230273655 0.435002348745879 FALSE ""
250 0 0.5 3 59 -0.00371759696585241 0.00371759696585241 1.37012129310565e-05 FALSE ""
250 0 0.25 4 60 0.0826342800061466 0.0826342800061466 0.0060294031963825 FALSE ""
50 1 0.25 4 61 1.09869628492573 0.0986962849257318 0.484330700629395 FALSE ""
250 0.5 0.5 4 62 0.477541147006063 0.0224588529939371 0.182490330571763 FALSE ""
250 1 0.25 1 63 0.861381344485709 0.138618655514291 0.447436056923822 FALSE ""
100 1 1 4 64 1.01570093752045 0.0157009375204504 0.611931164527163 FALSE ""
100 1 0.5 1 65 0.939439330348911 0.0605606696510893 0.477196327294178 FALSE ""
100 0 1 1 66 0.260425583162896 0.260425583162896 0.0563680834830836 FALSE ""
100 0 0.5 5 67 0.0752957198324744 0.0752957198324744 0.00485749961060457 FALSE ""
250 0 0.5 5 68 0.0320903490001466 0.0320903490001466 0.00105515076835202 FALSE ""
50 0 0.5 1 69 0.0231535039917262 0.0231535039917262 0.00066174315995693 FALSE ""
50 0.5 0.25 4 70 0.556560718226511 0.0565607182265114 0.222806735565668 FALSE ""
250 0.5 1 1 71 0.418975868352444 0.0810241316475557 0.179281134033985 FALSE ""
100 0 0.25 4 72 0.0790807923298817 0.0790807923298817 0.00795849535093114 FALSE ""
100 1 0.25 2 73 1.06030053970255 0.0603005397025491 0.583929778493593 FALSE ""
50 0 0.25 4 74 -0.0914802750369725 0.0914802750369725 0.00899854964638913 FALSE ""
250 0.5 0.5 3 75 0.528223396195879 0.0282233961958787 0.248338058064625 FALSE ""
100 0 1 2 76 -0.0198978043236884 0.0198978043236884 0.000443733799036172 FALSE ""
50 1 1 3 77 0.889656851681461 0.110343148318539 0.521903960472414 FALSE ""
250 0 0.5 4 78 -0.0235345605232421 0.0235345605232421 0.000468578799928665 FALSE ""
100 0.5 0.25 3 79 0.729857159166843 0.229857159166843 0.386394078603168 FALSE ""
100 0.5 1 2 80 0.507250303817023 0.00725030381702274 0.209417352142304 FALSE ""
100 0 0.5 3 81 -0.0568590093066014 0.0568590093066014 0.00382200474733645 FALSE ""
100 0 1 4 82 0.0415685581478605 0.0415685581478605 0.0012522208691715 FALSE ""
250 0.5 1 5 83 0.484605699141479 0.0153943008585207 0.203196021309229 FALSE ""
100 1 1 5 84 1.09127925205673 0.0912792520567285 0.558921580881887 FALSE ""
250 1 0.5 3 85 1.09318642639687 0.0931864263968689 0.511301692425277 FALSE ""
250 0.5 0.5 1 86 0.440713592455987 0.0592864075440132 0.151070932716301 FALSE ""
50 0 0.5 2 87 -0.136595281116505 0.136595281116505 0.0211797014964578 FALSE ""
100 0.5 1 1 88 0.449554223754614 0.050445776245386 0.107951340953608 FALSE ""
250 1 0.25 2 89 1.02071173732334 0.0207117373233392 0.517212993337382 FALSE ""
100 1 0.25 5 90 1.10216090747981 0.102160907479807 0.50344414877768 FALSE ""
250 0 0.25 3 91 -0.0147611036354137 0.0147611036354137 0.000224638938548795 FALSE ""
100 1 0.5 3 92 1.10731380186695 0.107313801866947 0.46735615576552 FALSE ""
250 0.5 1 2 93 0.581278171172948 0.0812781711729483 0.255659297908804 FALSE ""
50 0.5 0.25 1 94 0.370740105262105 0.129259894737895 0.121936611924808 FALSE ""
250 0 1 2 95 -0.0768961250518944 0.0768961250518944 0.00686831767876153 FALSE ""
50 0.5 0.5 2 96 0.350435495361308 0.149564504638692 0.0876284421401801 FALSE ""
100 1 1 2 97 0.910148419674532 0.089851580325468 0.419468473864633 FALSE ""
250 0 1 5 98 0.036079902707646 0.036079902707646 0.00100232842642105 FALSE ""
50 0.5 1 1 99 0.323962412559678 0.176037587440322 0.0605895112071562 FALSE ""
250 1 0.25 4 100 0.950221009863599 0.0497789901364006 0.431054872796921 FALSE ""
50 0 0.25 1 101 -0.125011912839868 0.125011912839868 0.0184633048274746 FALSE ""
50 0 1 5 102 0.0607359534121925 0.0607359534121925 0.0037570984219025 FALSE ""
50 1 0.5 5 103 1.07438205498198 0.0743820549819798 0.416447480996952 FALSE ""
100 0.5 0.25 1 104 0.707055039307387 0.207055039307387 0.320778996206031 FALSE ""
50 0 0.25 2 105 0.0273450064681285 0.0273450064681285 0.000871328056145668 FALSE ""
100 0.5 0.5 4 106 0.419007233346585 0.0809927666534153 0.157941733864163 FALSE ""
50 0.5 0.25 2 107 0.325341123728822 0.174658876271178 0.0815353076854057 FALSE ""
50 1 0.5 1 108 1.16863399080242 0.168633990802423 0.611702840260097 FALSE ""
250 0 0.5 2 109 0.00309418965633925 0.00309418965633925 1.04257228195089e-05 FALSE ""
100 0 1 3 110 0.00261342786223466 0.00261342786223466 1.15143997686442e-05 FALSE ""
100 1 0.25 4 111 1.03698109048197 0.0369810904819687 0.365083554973739 FALSE ""
50 0 0.5 3 112 0.12274408513576 0.12274408513576 0.0162815878900955 FALSE ""
250 0.5 1 3 113 0.476936782646802 0.0230632173531983 0.179116396816505 FALSE ""
250 1 0.25 3 114 1.031747973851 0.0317479738510029 0.492420190471423 FALSE ""
250 0 0.25 2 115 -0.0550491210803081 0.0550491210803081 0.00304938508768384 FALSE ""
100 1 1 1 116 0.894607231990133 0.105392768009867 0.415848110971596 FALSE ""
250 1 0.5 5 117 0.94951822262807 0.0504817773719298 0.469945172258086 FALSE ""
250 1 1 5 118 1.05987272897704 0.059872728977044 0.540187278065834 FALSE ""
100 0.5 1 4 119 0.536504312190244 0.0365043121902439 0.22764832769249 FALSE ""
100 1 0.5 2 120 0.962377733117943 0.0376222668820566 0.42874690346682 FALSE ""
250 0.5 0.25 3 121 0.451924501576411 0.0480754984235892 0.161288956451215 FALSE ""
100 0 0.5 1 122 0.000994593172130576 0.000994593172130576 8.35307935386456e-07 FALSE ""
50 0 0.5 4 123 -0.0253438858930347 0.0253438858930347 0.000581493982607868 FALSE ""
250 0 0.5 1 124 0.049147609955102 0.049147609955102 0.00213871997137763 FALSE ""
50 1 0.25 5 125 0.870016063735434 0.129983936264566 0.467023646549829 FALSE ""
100 1 0.25 1 126 0.936082947918655 0.0639170520813453 0.483802911395429 FALSE ""
50 1 0.25 3 127 0.805715087094045 0.194284912905955 0.381011921973273 FALSE ""
250 0.5 0.25 4 128 0.514430907053228 0.014430907053228 0.227038645904792 FALSE ""
50 0.5 1 3 129 0.360319778884046 0.139680221115954 0.122859400089573 FALSE ""
100 1 0.5 4 130 1.07488400384694 0.0748840038469412 0.514710816456047 FALSE ""
100 0.5 1 5 131 0.562759035136417 0.0627590351364172 0.229397049090583 FALSE ""
100 1 0.5 5 132 1.1403435697126 0.140343569712605 0.568479606136404 FALSE ""
50 0.5 0.5 3 133 0.541994979717136 0.0419949797171359 0.199135883632022 FALSE ""
100 0.5 1 3 134 0.596788532109947 0.0967885321099465 0.274620526976621 FALSE ""
100 0 0.5 2 135 0.042674936981691 0.042674936981691 0.00173298859631598 FALSE ""
