"sampleSize" "beta" "sigma" "rep" "id" "betaEst" "bias" "Rsquared" "error" "errorMessage"
50 0.5 0.25 3 1 0.442230439564869 0.0577695604351307 0.153744772761792 FALSE ""
250 0 0.25 2 2 0.0199999168960499 0.0199999168960499 0.000489936970514162 FALSE ""
250 0 0.25 3 3 0.0675581387170985 0.0675581387170985 0.00447259886218197 FALSE ""
50 0 1 2 4 0.119288784108315 0.119288784108315 0.0136830278652177 FALSE ""
50 0.5 1 2 5 0.484904088894167 0.0150959111058332 0.247549141317176 FALSE ""
100 0 0.5 4 6 -0.113035651664684 0.113035651664684 0.0121941130503576 FALSE ""
250 0 0.5 1 7 0.0375637707693703 0.0375637707693703 0.00148864912896115 FALSE ""
50 0.5 0.5 5 8 0.821468110581692 0.321468110581692 0.412861621483011 FALSE ""
100 0.5 0.5 4 9 0.533156662417064 0.0331566624170641 0.249833325821651 FALSE ""
50 1 1 2 10 0.908989444101805 0.0910105558981951 0.45688299394313 FALSE ""
250 0.5 0.5 1 11 0.437829317182974 0.0621706828170264 0.146943503312964 FALSE ""
250 0 0.25 4 12 0.13082001543822 0.13082001543822 0.0166528808433722 FALSE ""
100 0 1 4 13 0.335412534592266 0.335412534592266 0.0928592520059986 FALSE ""
50 0 0.25 5 14 -0.0361172216930895 0.0361172216930895 0.00115098678978026 FALSE ""
50 1 0.25 5 15 0.925789194620786 0.0742108053792141 0.547679438579646 FALSE ""
100 0.5 0.25 2 16 0.487888206273342 0.012111793726658 0.194296398792933 FALSE ""
50 0 0.25 3 17 0.275034022099546 0.275034022099546 0.0589428724958685 FALSE ""
250 0 0.5 4 18 0.048322409113301 0.048322409113301 0.00233513275324012 FALSE ""
250 0.5 1 1 19 0.352906715968238 0.147093284031762 0.11186282312204 FALSE ""
250 0.5 1 2 20 0.320192640013662 0.179807359986338 0.0888163117728565 FALSE ""
50 1 1 3 21 1.18201235154256 0.182012351542564 0.678432466963635 FALSE ""
250 0 1 3 22 -0.051061943147046 0.051061943147046 0.00231084124575773 FALSE ""
50 0.5 1 5 23 0.185439704210183 0.314560295789817 0.0288753768182909 FALSE ""
50 1 1 5 24 1.19263074800647 0.192630748006472 0.597765164209419 FALSE ""
50 0 1 1 25 0.0308477894933147 0.0308477894933147 0.000820379699696161 FALSE ""
100 1 0.5 1 26 1.14318275712557 0.143182757125569 0.59995808038397 FALSE ""
50 0.5 0.25 2 27 0.401612388057688 0.0983876119423115 0.113593176359166 FALSE ""
50 1 0.5 2 28 1.00573196074755 0.00573196074754967 0.442371075780993 FALSE ""
100 1 1 2 29 0.993582580077292 0.00641741992270828 0.428895559253779 FALSE ""
50 0 0.5 4 30 -0.0270495226024194 0.0270495226024194 0.000573743028322766 FALSE ""
50 0 0.25 1 31 -0.0315668730625694 0.0315668730625694 0.000882102523832923 FALSE ""
100 0 1 1 32 0.0698346548581801 0.0698346548581801 0.00423799856932641 FALSE ""
100 0 0.25 5 33 0.100667508141604 0.100667508141604 0.0129062785821862 FALSE ""
250 0.5 0.25 4 34 0.438258271614408 0.0617417283855925 0.157775995130975 FALSE ""
250 1 1 2 35 0.946477738468771 0.053522261531229 0.537086989879426 FALSE ""
100 0.5 0.25 4 36 0.427401181330911 0.0725988186690891 0.180708974494331 FALSE ""
100 0.5 1 4 37 0.410335317651331 0.0896646823486688 0.157773777302865 FALSE ""
100 0 0.5 1 38 0.132290832767881 0.132290832767881 0.0238276078039484 FALSE ""
100 1 0.25 4 39 0.887909432969033 0.112090567030967 0.373326996876504 FALSE ""
100 0.5 0.5 5 40 0.462659329585945 0.0373406704140553 0.166113800717534 FALSE ""
100 1 0.5 5 41 1.1109628882927 0.110962888292705 0.538808394699734 FALSE ""
50 0.5 0.5 4 42 0.46131219122119 0.0386878087788098 0.191698903001272 FALSE ""
50 0.5 0.25 5 43 0.564098277722748 0.064098277722748 0.299881636247324 FALSE ""
100 0 0.25 2 44 0.0128414431629214 0.0128414431629214 0.000153260721845866 FALSE ""
100 0 1 3 45 -0.149098453610752 0.149098453610752 0.020266623202068 FALSE ""
100 0.5 1 1 46 0.467170578414518 0.0328294215854823 0.204144545002032 FALSE ""
250 1 0.25 1 47 1.09827005918049 0.0982700591804881 0.50011871832658 FALSE ""
100 0.5 0.25 5 48 0.476656830303558 0.0233431696964417 0.184787443980257 FALSE ""
250 1 1 3 49 1.04951412990591 0.0495141299059103 0.513270487000197 FALSE ""
250 1 0.5 2 50 1.07367782519226 0.073677825192259 0.506595825711883 FALSE ""
250 0.5 0.25 5 51 0.415316653449668 0.0846833465503317 0.135049408326806 FALSE ""
250 1 0.5 1 52 1.03382206408461 0.0338220640846116 0.534892501463487 FALSE ""
250 1 0.25 4 53 0.999615263930633 0.000384736069367175 0.531099872251702 FALSE ""
250 0 1 5 54 0.0521167132104005 0.0521167132104005 0.00265473919423869 FALSE ""
100 1 1 5 55 1.04512304133716 0.0451230413371564 0.460053316569141 FALSE ""
250 1 0.5 4 56 0.989021806987406 0.0109781930125941 0.482110618006992 FALSE ""
100 0 0.5 5 57 0.0102989956449548 0.0102989956449548 8.74709252265785e-05 FALSE ""
250 0.5 0.25 3 58 0.386099201455527 0.113900798544473 0.144151850770476 FALSE ""
100 1 0.25 5 59 1.00114707624878 0.00114707624877797 0.515478171969114 FALSE ""
250 1 0.5 3 60 0.914850549603885 0.0851494503961149 0.442712207847027 FALSE ""
100 0.5 0.25 1 61 0.497674024118986 0.00232597588101358 0.169385469221324 FALSE ""
100 0.5 0.25 3 62 0.353800980318759 0.146199019681241 0.144500164695455 FALSE ""
100 0.5 0.5 2 63 0.415382364554455 0.0846176354455453 0.121953340120261 FALSE ""
250 0 0.5 3 64 0.00822903716963988 0.00822903716963988 6.63625290515521e-05 FALSE ""
250 1 0.25 5 65 0.981503661151956 0.0184963388480445 0.501746382746107 FALSE ""
50 0.5 0.5 2 66 0.759852713714144 0.259852713714144 0.541101813531236 FALSE ""
100 0 0.5 2 67 0.0375901273724211 0.0375901273724211 0.000982383255259932 FALSE ""
50 0.5 0.5 3 68 0.485534087928739 0.0144659120712607 0.165305652280771 FALSE ""
50 1 1 1 69 1.00535758441148 0.0053575844114766 0.362798287244632 FALSE ""
100 1 1 4 70 1.1322545546679 0.132254554667904 0.653446144943824 FALSE ""
250 0.5 0.5 4 71 0.515346835869692 0.015346835869692 0.18809200909349 FALSE ""
100 1 1 1 72 0.941566285820248 0.058433714179752 0.428838884213009 FALSE ""
100 0 0.25 3 73 0.000268224265806188 0.000268224265806188 6.90563742088081e-08 FALSE ""
100 1 0.25 2 74 1.01028031318637 0.010280313186374 0.520045133562803 FALSE ""
100 0.5 1 5 75 0.496866185164718 0.00313381483528202 0.231459239906057 FALSE ""
50 0.5 0.5 1 76 0.644136286157876 0.144136286157876 0.215306851094867 FALSE ""
50 0.5 1 1 77 0.576961714962478 0.0769617149624784 0.173745699293184 FALSE ""
50 1 0.25 1 78 1.1002443118524 0.100244311852395 0.543657667018723 FALSE ""
250 0 1 2 79 0.092974395523349 0.092974395523349 0.00613760738962711 FALSE ""
100 0 0.25 4 80 -0.0509357015032141 0.0509357015032141 0.00246757569094835 FALSE ""
250 0.5 1 5 81 0.48654459192468 0.0134554080753203 0.192263768262047 FALSE ""
250 1 0.25 2 82 1.07526085820248 0.0752608582024794 0.536907438853564 FALSE ""
100 0 1 2 83 0.0438128031338031 0.0438128031338031 0.00182210535511672 FALSE ""
50 0.5 1 3 84 0.513528378857386 0.0135283788573864 0.183521403166749 FALSE ""
100 1 0.5 4 85 1.10997458754757 0.10997458754757 0.569605060328862 FALSE ""
50 1 0.5 1 86 0.975230480355411 0.0247695196445894 0.427198903777281 FALSE ""
250 0.5 0.5 5 87 0.571359640483725 0.0713596404837255 0.244239898708115 FALSE ""
50 0 1 3 88 0.0704234604194274 0.0704234604194274 0.00349712583187407 FALSE ""
50 1 0.5 3 89 1.1830619992588 0.183061999258799 0.582904900534077 FALSE ""
50 0.5 1 4 90 0.553066661104167 0.0530666611041675 0.325499356823669 FALSE ""
250 0 0.25 1 91 0.0426133669583976 0.0426133669583976 0.00168040682193525 FALSE ""
50 0.5 0.25 1 92 0.49037529020318 0.0096247097968199 0.279457269697487 FALSE ""
100 0.5 1 2 93 0.442620102487393 0.0573798975126065 0.181414167306025 FALSE ""
250 0.5 0.25 2 94 0.596185960730516 0.0961859607305162 0.268441563809893 FALSE ""
100 1 0.25 1 95 0.996790251261812 0.0032097487381878 0.459708931433001 FALSE ""
250 0.5 0.5 3 96 0.537060004332345 0.0370600043323448 0.247291212757869 FALSE ""
100 0 0.5 3 97 -0.056145614495972 0.056145614495972 0.00228906582167981 FALSE ""
250 0 0.25 5 98 -0.0916445768052635 0.0916445768052635 0.00660064960916153 FALSE ""
250 0.5 1 3 99 0.511261478047376 0.011261478047376 0.185365647585346 FALSE ""
250 0 1 4 100 0.067587727165811 0.067587727165811 0.00465593498667522 FALSE ""
50 1 0.5 4 101 1.06306109315052 0.0630610931505153 0.488668843381246 FALSE ""
50 1 0.25 4 102 0.799824334021031 0.200175665978969 0.434615073910115 FALSE ""
100 0.5 1 3 103 0.569806172377176 0.0698061723771759 0.229271180601759 FALSE ""
100 1 1 3 104 0.942608519708691 0.0573914802913086 0.436743819875073 FALSE ""
50 0 0.25 4 105 0.0195057114973164 0.0195057114973164 0.000360638944851906 FALSE ""
100 1 0.5 3 106 1.02861682293961 0.0286168229396093 0.555206183751005 FALSE ""
250 1 1 1 107 0.999435087450785 0.000564912549214869 0.488865170577574 FALSE ""
50 0 0.5 1 108 -0.0939275617176672 0.0939275617176672 0.00737297463983629 FALSE ""
100 0.5 0.5 1 109 0.528386506065129 0.0283865060651292 0.287224429143705 FALSE ""
250 0.5 0.25 1 110 0.571016550660513 0.0710165506605129 0.250416552950842 FALSE ""
50 0 1 4 111 -0.36984763153793 0.36984763153793 0.153217224165521 FALSE ""
50 1 0.25 3 112 1.09893816202824 0.0989381620282446 0.600196721650517 FALSE ""
250 1 1 5 113 0.960788261015658 0.0392117389843422 0.493279943898982 FALSE ""
50 0 1 5 114 -0.037468761989722 0.037468761989722 0.00109625906299942 FALSE ""
250 0 1 1 115 -0.0492876009134343 0.0492876009134343 0.00215220450624607 FALSE ""
250 0 0.5 5 116 0.0272441098557225 0.0272441098557225 0.00074249206119244 FALSE ""
50 1 0.5 5 117 0.768336743609232 0.231663256390768 0.461056910789745 FALSE ""
50 1 0.25 2 118 0.979544226234691 0.0204557737653088 0.471590926816887 FALSE ""
250 1 0.25 3 119 0.952276790128793 0.0477232098712069 0.49370216014322 FALSE ""
