"sampleSize" "beta" "sigma" "rep" "id" "betaEst" "bias" "Rsquared" "error" "errorMessage"
100 1 0.5 1 80 0.918117335065295 0.0818826649347051 0.491057521616751 FALSE ""
250 0 0.5 3 81 -0.025733838074025 0.025733838074025 0.000604208389878931 FALSE ""
50 0.5 0.5 1 82 0.363603486394337 0.136396513605663 0.114462107903261 FALSE ""
250 1 1 3 83 1.10934863849365 0.109348638493651 0.552645649974064 FALSE ""
50 0 1 4 84 -0.0593825583652814 0.0593825583652814 0.00323906574157607 FALSE ""
100 1 0.25 4 85 1.10478715883552 0.104787158835518 0.670215527840684 FALSE ""
250 0.5 0.25 3 86 0.565623627671527 0.0656236276715269 0.230889256729886 FALSE ""
50 0 0.25 2 87 -0.0210941470971887 0.0210941470971887 0.000730481094893153 FALSE ""
50 1 0.25 2 88 1.0370901598183 0.0370901598182958 0.599403652785432 FALSE ""
250 1 0.25 5 89 1.02608077174597 0.0260807717459706 0.467209833023536 FALSE ""
100 0.5 0.25 4 90 0.70139458259114 0.20139458259114 0.384872537451061 FALSE ""
250 1 0.5 2 91 1.0339208358366 0.0339208358365983 0.437169563554064 FALSE ""
100 0 0.25 1 92 -0.257986777506063 0.257986777506063 0.0480854308898803 FALSE ""
50 0 0.25 4 93 -0.148118859065561 0.148118859065561 0.0144306767841264 FALSE ""
250 0 1 3 94 -0.113788292739779 0.113788292739779 0.0144356764830887 FALSE ""
100 1 1 2 95 1.12998360313225 0.129983603132253 0.534052469700589 FALSE ""
50 0 0.5 1 96 -0.181775703586231 0.181775703586231 0.0345218302105778 FALSE ""
250 1 0.5 4 97 1.00140240350229 0.00140240350229481 0.52492807957992 FALSE ""
100 0.5 0.25 5 98 0.571778828479867 0.0717788284798672 0.233943804925355 FALSE ""
50 0.5 0.5 2 99 0.484483560936514 0.0155164390634858 0.193945420942172 FALSE ""
250 0 0.25 1 100 -0.0649281068741517 0.0649281068741517 0.00418921052643494 FALSE ""
100 0.5 1 5 101 0.619485657930775 0.119485657930775 0.241481676869738 FALSE ""
50 0 1 5 102 0.029351938894005 0.029351938894005 0.0010980776581592 FALSE ""
50 1 0.5 3 103 1.14973869746671 0.149738697466713 0.652020053187879 FALSE ""
250 1 0.5 1 104 0.973954962706018 0.0260450372939818 0.471792869210862 FALSE ""
100 0.5 0.5 3 105 0.579713513431832 0.0797135134318324 0.278182758066137 FALSE ""
100 1 0.5 4 106 0.961128356024407 0.0388716439755928 0.45580879027664 FALSE ""
250 0.5 0.25 4 107 0.465167398124006 0.0348326018759937 0.195873116177443 FALSE ""
250 1 1 1 108 0.969242984298814 0.0307570157011863 0.48700219329314 FALSE ""
250 0.5 1 5 109 0.47890677751524 0.0210932224847598 0.214296009831605 FALSE ""
100 0 0.5 5 110 0.0555956786977 0.0555956786977 0.00299829135717647 FALSE ""
100 0.5 0.5 5 111 0.57799054823059 0.0779905482305897 0.28561662202646 FALSE ""
100 1 1 5 112 0.853891865545963 0.146108134454037 0.38769268951152 FALSE ""
50 1 0.5 5 113 0.965282463997556 0.0347175360024444 0.372856351836071 FALSE ""
100 1 1 4 114 0.947441352313972 0.0525586476860279 0.475636825873735 FALSE ""
250 0.5 0.25 5 115 0.503933957426319 0.00393395742631886 0.186931658490821 FALSE ""
50 1 1 4 116 0.510505583608916 0.489494416391084 0.187440157614414 FALSE ""
250 0.5 1 1 117 0.644241133119438 0.144241133119438 0.298471354382085 FALSE ""
100 1 1 3 118 0.988110085631944 0.0118899143680555 0.487361742451435 FALSE ""
50 0.5 0.25 5 119 0.374529202952112 0.125470797047888 0.229167363927573 FALSE ""
50 0.5 0.25 4 120 0.640960814816851 0.140960814816851 0.273176633023187 FALSE ""
50 0 0.5 2 121 0.046036899140924 0.046036899140924 0.00206708475638372 FALSE ""
50 1 0.25 5 122 0.887067193644521 0.112932806355479 0.383196156029579 FALSE ""
100 0 1 2 123 -0.164104153252837 0.164104153252837 0.0192040515534612 FALSE ""
100 0.5 1 1 124 0.374771912540772 0.125228087459228 0.112035674193711 FALSE ""
250 1 1 4 125 1.04754448836793 0.047544488367931 0.540959410937436 FALSE ""
50 0 0.25 1 126 -0.0769775094927118 0.0769775094927118 0.00582406830359628 FALSE ""
50 0.5 1 1 127 0.627214600330464 0.127214600330464 0.22418102683196 FALSE ""
50 0 0.5 3 128 0.0803278337321112 0.0803278337321112 0.00751169353040966 FALSE ""
250 0.5 1 3 129 0.542570323273539 0.0425703232735386 0.22964709049455 FALSE ""
250 0 1 4 130 0.0839650252500459 0.0839650252500459 0.00664810320465334 FALSE ""
250 1 1 5 131 1.09128990878345 0.0912899087834529 0.55382446259403 FALSE ""
50 1 1 3 132 1.06084365711756 0.0608436571175621 0.471596124537752 FALSE ""
50 1 0.25 3 133 1.15534870800843 0.155348708008431 0.709855019188104 FALSE ""
250 0 0.5 2 134 -0.0589396379460865 0.0589396379460865 0.00286299073596713 FALSE ""
250 0 0.5 5 135 -0.0170110368844837 0.0170110368844837 0.000266229388997567 FALSE ""
